1,0,254.56,-127.28,-127.28,8980.26,0,0,1,0
2,252,253.76,-109.44,-144.32,8952.11,0,0,1,0
3,504,251.37,-90.91,-160.46,8867.83,0,0,1,0
4,756,247.41,-71.82,-175.59,8727.96,0,0,1,0
5,1008,241.89,-52.27,-189.62,8533.38,0,0,1,0
6,1260,234.86,-32.39,-202.47,8285.29,0,0,1,0
7,1512,226.35,-12.32,-214.04,7985.26,0,0,1,0
8,1764,216.43,7.84,-224.27,7635.17,0,0,1,0
9,2016,205.15,27.94,-233.09,7237.21,0,0,1,0
10,2268,192.58,47.88,-240.46,6793.88,0,0,1,0
11,2521,178.81,67.51,-246.31,6307.95,0,0,1,0
12,2773,163.91,86.71,-250.63,5782.48,0,0,1,0
13,3025,147.99,105.38,-253.37,5220.76,0,0,1,0
14,3277,131.14,123.38,-254.52,4626.30,0,0,1,0
15,3529,113.47,140.61,-254.08,4002.84,0,0,1,0
16,3781,95.08,156.96,-252.04,3354.29,0,0,1,0
17,4033,76.10,172.32,-248.42,2684.71,0,0,1,0
18,4285,56.64,186.60,-243.25,1998.29,0,0,1,0
19,4537,36.83,199.72,-236.55,1299.35,0,0,1,0
20,4789,16.79,211.58,-228.37,592.27,0,0,1,0
21,5042,-3.36,222.11,-218.75,-118.54,0,0,1,0
22,5294,-23.49,231.26,-207.77,-828.59,0,0,1,0
23,5546,-43.47,238.95,-195.48,-1533.46,0,0,1,0
24,5798,-63.18,245.14,-181.97,-2228.71,0,0,1,0
25,6050,-82.49,249.80,-167.32,-2909.98,0,0,1,0
26,6302,-101.28,252.89,-151.61,-3573.02,0,0,1,0
27,6554,-119.44,254.40,-134.96,-4213.65,0,0,1,0
28,6806,-136.85,254.31,-117.46,-4827.86,0,0,1,0
29,7058,-153.41,252.63,-99.22,-5411.81,0,0,1,0
30,7310,-169.00,249.36,-80.37,-5961.83,0,0,1,0
31,7563,-183.53,244.53,-61.00,-6474.48,0,0,1,0
32,7815,-196.91,238.17,-41.26,-6946.53,0,0,1,0
33,8067,-209.06,230.31,-21.26,-7375.03,0,0,1,0
34,8319,-219.89,221.01,-1.12,-7757.30,0,0,1,0
35,8571,-229.35,210.33,19.02,-8090.93,0,0,1,0
36,8823,-237.37,198.32,39.05,-8373.84,0,0,1,0
37,9075,-243.90,185.07,58.83,-8604.25,0,0,1,0
38,9327,-248.90,170.67,78.24,-8780.72,0,0,1,0
39,9579,-252.34,155.19,97.16,-8902.13,0,0,1,0
40,9831,-254.20,138.74,115.47,-8967.74,0,0,1,0
41,10084,-254.47,121.42,133.05,-8977.13,0,0,1,0
42,10336,-253.14,103.33,149.81,-8930.23,0,0,1,0
43,10588,-250.22,84.60,165.62,-8827.35,0,0,1,0
44,10840,-245.74,65.34,180.40,-8669.13,0,0,1,0
45,11092,-239.71,45.67,194.04,-8456.55,0,0,1,0
46,11344,-232.18,25.72,206.47,-8190.96,0,0,1,0
47,11596,-223.20,5.60,217.60,-7874.02,0,0,1,0
48,11848,-212.82,-14.55,227.37,-7507.72,0,0,1,0
49,12100,-201.10,-34.61,235.71,-7094.34,0,0,1,0
50,12352,-188.12,-54.46,242.58,-6636.49,0,0,1,0
51,12605,-173.96,-73.96,247.92,-6137.03,0,0,1,0
52,12857,-158.71,-93.00,251.72,-5599.10,0,0,1,0
53,13109,-142.47,-111.46,253.93,-5026.06,0,0,1,0
54,13361,-125.33,-129.21,254.55,-4421.52,0,0,1,0
55,13613,-107.41,-146.16,253.57,-3789.25,0,0,1,0
56,13865,-88.82,-162.19,251.01,-3133.23,0,0,1,0
57,14117,-69.66,-177.21,246.87,-2457.56,0,0,1,0
58,14369,-50.07,-191.11,241.18,-1766.49,0,0,1,0
59,14621,-30.17,-203.82,233.99,-1064.34,0,0,1,0
60,14873,-10.08,-215.24,225.32,-355.52,0,0,1,0
61,15126,10.08,-225.32,3467.79,235.15,0,0,1,0
62,15378,30.17,-233.99,3283.69,703.98,0,0,1,0
63,15630,50.07,-241.18,3078.99,1168.39,0,0,1,0
64,15882,69.66,-246.87,2855.00,1625.48,0,0,1,0
65,16134,88.82,-251.01,2613.10,2072.37,0,0,1,0
66,16386,107.41,-253.57,2354.83,2506.28,0,0,1,0
67,16638,125.33,-254.55,2081.79,2924.47,0,0,1,0
68,16890,142.47,-253.93,1795.69,3324.32,0,0,1,0
69,17142,158.71,-251.72,1498.34,3703.34,0,0,1,0
70,17394,173.96,-247.92,1191.60,4059.14,0,0,1,0
71,17647,188.12,-242.58,877.39,4389.49,0,0,1,0
72,17899,201.10,-235.71,557.67,4692.32,0,0,1,0
73,18151,212.82,-227.37,234.46,4965.73,0,0,1,0
74,18403,223.20,-217.60,-90.22,5208.01,0,0,1,0
75,18655,232.18,-206.47,-414.33,5417.65,0,0,1,0
76,18907,239.71,-194.04,-735.85,5593.31,0,0,1,0
77,19159,245.74,-180.40,-1052.76,5733.91,0,0,1,0
78,19411,250.22,-165.62,-1363.06,5838.56,0,0,1,0
79,19663,253.14,-149.81,-1664.82,5906.61,0,0,1,0
80,19915,254.47,-133.05,-1956.14,5937.63,0,0,1,0
81,20168,254.20,-115.47,-2235.20,5931.42,0,0,1,0
82,20420,252.34,-97.16,-2500.24,5888.03,0,0,1,0
83,20672,248.90,-78.24,-2749.61,5807.72,0,0,1,0
84,20924,243.90,-58.83,-2981.74,5691.00,0,0,1,0
85,21176,237.37,-39.05,-3195.18,5538.60,0,0,1,0
86,21428,229.35,-19.02,-3388.59,5351.48,0,0,1,0
87,21680,219.89,1.12,-3560.75,5130.81,0,0,1,0
88,21932,209.06,21.26,-3710.59,4877.97,0,0,1,0
89,22184,196.91,41.26,-3837.16,4594.55,0,0,1,0
90,22436,183.53,61.00,-3939.68,4282.33,0,0,1,0
91,22689,169.00,80.37,-4017.50,3943.26,0,0,1,0
92,22941,153.41,99.22,-4070.13,3579.47,0,0,1,0
93,23193,136.85,117.46,-4097.25,3193.23,0,0,1,0
94,23445,119.44,134.96,-4098.68,2786.98,0,0,1,0
95,23697,101.28,151.61,-4074.41,2363.25,0,0,1,0
96,23949,82.49,167.32,-4024.60,1924.71,0,0,1,0
97,24201,63.18,181.97,-3949.56,1474.10,0,0,1,0
98,24453,43.47,195.48,-3849.75,1014.25,0,0,1,0
99,24705,23.49,207.77,-3725.82,548.05,0,0,1,0
100,24957,3.36,218.75,-3578.52,78.40,0,0,1,0
101,25210,-16.79,228.37,-3408.79,-391.73,1,0,1,0
102,25462,-36.83,236.55,-3217.68,-859.41,1,0,1,0
103,25714,-56.64,243.25,-3006.41,-1321.71,1,0,1,0
104,25966,-76.10,248.42,-2776.28,-1775.71,1,0,1,0
105,26218,-95.08,252.04,-2528.75,-2218.59,1,0,1,0
106,26470,-113.47,254.08,-2265.37,-2647.55,1,0,1,0
107,26722,-131.14,254.52,-1987.78,-3059.92,1,0,1,0
108,26974,-147.99,253.37,-1697.74,-3453.10,1,0,1,0
109,27226,-163.91,250.63,-1397.05,-3824.63,1,0,1,0
110,27478,-178.81,246.31,-1087.60,-4172.19,1,0,1,0
111,27731,-192.58,240.46,-771.33,-4493.59,1,0,1,0
112,27983,-205.15,233.09,-450.22,-4786.82,1,0,1,0
113,28235,-216.43,224.27,-126.30,-5050.03,1,0,1,0
114,28487,-226.35,214.04,198.42,-5281.59,1,0,1,0
115,28739,-234.86,202.47,521.90,-5480.03,1,0,1,0
116,28991,-241.89,189.62,842.10,-5644.12,1,0,1,0
117,29243,-247.41,175.59,1157.02,-5772.83,1,0,1,0
118,29495,-251.37,160.46,1464.69,-5865.34,1,0,1,0
119,29747,-253.76,144.32,1763.18,-5921.08,1,0,1,0
120,30000,-254.56,127.28,2050.61,-5939.70,1,0,1,0
