1,0,0.00,-293.94,295.16,0.00,0,0,1,0
2,250,26.44,-306.36,280.86,705.46,0,0,1,0
3,500,52.72,-316.89,264.83,1406.57,0,0,1,0
4,750,78.67,-325.46,247.16,2098.97,0,0,1,0
5,1001,104.14,-332.02,227.96,2778.41,0,0,1,0
6,1251,128.96,-336.53,207.35,3440.67,0,0,1,0
7,1501,152.98,-338.96,185.46,4081.67,0,0,1,0
8,1752,176.06,-339.29,162.42,4697.44,0,0,1,0
9,2002,198.05,-337.52,138.38,5284.17,0,0,1,0
10,2252,218.82,-333.67,113.49,5838.25,0,0,1,0
11,2503,238.23,-327.76,87.89,6356.24,0,0,1,0
12,2753,256.18,-319.82,61.75,6834.94,0,0,1,0
13,3003,272.53,-309.90,35.23,7271.40,0,0,1,0
14,3254,287.21,-298.07,8.49,7662.92,0,0,1,0
15,3504,300.11,-284.40,-18.31,8007.07,0,0,1,0
16,3754,311.15,-268.97,-44.98,8301.73,0,0,1,0
17,4005,320.27,-251.87,-71.39,8545.09,0,0,1,0
18,4255,327.41,-233.22,-97.35,8735.62,0,0,1,0
19,4505,332.53,-213.13,-122.70,8872.17,0,0,1,0
20,4755,335.59,-191.72,-147.30,8953.87,0,0,1,0
21,5006,336.58,-169.13,-170.99,8980.24,0,0,1,0
22,5256,335.49,-145.49,-193.63,8951.10,0,0,1,0
23,5506,332.32,-120.95,-215.06,8866.64,0,0,1,0
24,5757,327.10,-95.66,-235.17,8727.37,0,0,1,0
25,6007,319.86,-69.78,-253.82,8534.16,0,0,1,0
26,6257,310.64,-43.47,-270.90,8288.20,0,0,1,0
27,6508,299.51,-16.90,-286.31,7991.02,0,0,1,0
28,6758,286.52,9.79,-299.95,7644.45,0,0,1,0
29,7008,271.76,36.41,-311.74,7250.62,0,0,1,0
30,7259,255.32,62.80,-321.60,6811.99,0,0,1,0
31,7509,237.30,88.81,-329.47,6331.25,0,0,1,0
32,7759,217.81,114.27,-335.31,5811.37,0,0,1,0
33,8010,196.98,139.03,-339.07,5255.58,0,0,1,0
34,8260,174.93,162.92,-340.74,4667.31,0,0,1,0
35,8510,151.80,185.81,-340.30,4050.19,0,0,1,0
36,8760,127.73,207.55,-337.75,3408.03,0,0,1,0
37,9011,102.88,228.00,-333.12,2744.81,0,0,1,0
38,9261,77.38,247.05,-326.44,2064.63,0,0,1,0
39,9511,51.41,264.57,-317.73,1371.68,0,0,1,0
40,9762,25.12,280.45,-307.06,670.26,0,0,1,0
41,10012,-1.32,294.60,-294.49,-35.31,0,0,1,0
42,10262,-27.76,306.93,-280.10,-740.66,0,0,1,0
43,10513,-54.03,317.37,-263.98,-1441.43,0,0,1,0
44,10763,-79.96,325.84,-246.23,-2133.29,0,0,1,0
45,11013,-105.39,332.30,-226.96,-2811.97,0,0,1,0
46,11264,-130.18,336.70,-206.28,-3473.26,0,0,1,0
47,11514,-154.16,339.02,-184.33,-4113.09,0,0,1,0
48,11764,-177.19,339.25,-161.24,-4727.50,0,0,1,0
